distance_nm,wind_speed_kts,wind_direction_deg,aircraft_heading_deg,altitude_ft,headwind_kts,crosswind_kts,ground_speed_kts,fuel_kg,time_min,co2_kg
708.72,137.2,284.63,147.26,39000,-100.9,92.9,560.9,3110.4,75.8,9828.9
115.61,24.13,277.3,238.97,41000,18.9,15.0,441.1,674.0,15.7,2129.9
1466.93,114.99,73.9,353.9,41000,20.0,113.2,440.0,8575.8,200.0,27099.6
933.81,72.16,237.09,55.03,35000,-72.1,2.6,532.1,4333.0,105.3,13692.3
966.3,113.17,16.74,23.11,35000,112.5,12.5,347.5,7288.5,166.8,23031.7
1129.54,80.92,222.33,345.87,37000,-44.7,67.4,504.7,5594.1,134.3,17677.3
83.24,114.77,102.17,186.23,31000,11.9,114.2,448.1,469.1,11.1,1482.2
1288.81,68.53,91.73,67.77,35000,62.6,27.8,397.4,8368.3,194.6,26444.0
386.4,103.4,279.14,222.34,29000,56.6,86.5,403.4,2449.2,57.5,7739.5
1533.94,45.65,227.11,312.13,33000,4.0,45.5,456.0,8492.5,201.8,26836.3
334.04,6.38,68.77,40.82,29000,5.6,3.0,454.4,1849.0,44.1,5842.9
374.39,77.48,139.53,171.32,33000,65.9,40.8,394.1,2446.6,57.0,7731.3
116.91,48.53,355.11,212.74,41000,-38.4,29.6,498.4,592.0,14.1,1870.6
1666.84,75.99,103.63,30.28,41000,21.8,72.8,438.2,9790.2,228.2,30937.1
569.99,142.34,253.12,192.79,33000,70.5,123.7,389.5,3774.3,87.8,11926.7
180.95,48.3,213.77,221.98,37000,47.8,6.9,412.2,1130.9,26.3,3573.6
605.52,48.21,60.05,242.33,41000,-48.2,1.9,508.2,2997.5,71.5,9472.2
386.44,113.02,97.15,342.39,41000,-47.3,102.6,507.3,1916.7,45.7,6056.6
1305.67,112.29,148.33,285.89,29000,-82.9,75.8,542.9,5874.9,144.3,18564.5
359.79,50.52,357.99,163.73,31000,-49.0,12.4,509.0,1749.9,42.4,5529.6
720.27,75.24,261.55,198.1,37000,33.6,67.3,426.4,4332.0,101.4,13689.1
1028.33,24.56,181.53,79.91,37000,-4.9,24.1,464.9,5601.1,132.7,17699.5
142.8,21.95,158.24,116.22,31000,16.3,14.7,443.7,813.9,19.3,2571.9
468.71,125.97,226.47,99.74,37000,-75.3,101.0,535.3,2166.3,52.5,6845.6
84.66,134.94,88.93,18.31,29000,44.8,127.3,415.2,519.4,12.2,1641.2
362.59,140.53,336.44,103.71,35000,-85.1,111.8,545.1,1635.3,39.9,5167.4
138.99,0.45,313.23,248.57,33000,0.2,0.4,459.8,762.3,18.1,2408.8
113.81,36.19,104.85,254.18,37000,-31.1,18.5,491.1,581.9,13.9,1838.7
110.85,27.38,27.37,101.94,33000,7.3,26.4,452.7,618.9,14.7,1955.6
96.07,93.44,134.11,24.66,39000,-31.1,88.1,491.1,492.9,11.7,1557.6
108.24,141.56,113.4,165.34,39000,87.3,111.5,372.7,760.3,17.4,2402.6
126.87,141.87,323.98,196.94,31000,-85.5,113.2,545.5,568.8,14.0,1797.4
329.13,17.1,16.12,184.27,41000,-16.7,3.5,476.7,1754.9,41.4,5545.4
207.03,44.42,252.64,160.67,41000,-1.5,44.4,461.5,1145.9,26.9,3621.0
268.13,109.83,65.93,42.31,41000,100.6,44.0,359.4,1969.5,44.8,6223.7
727.9,9.26,343.71,43.1,39000,4.7,8.0,455.3,4076.2,95.9,12880.8
113.62,28.89,20.38,343.95,37000,23.2,17.2,436.8,664.9,15.6,2101.1
710.52,114.89,99.94,352.89,33000,-33.7,109.8,493.7,3589.1,86.4,11341.6
1237.31,50.39,33.41,298.67,39000,-4.2,50.2,464.2,6776.6,159.9,21414.1
1554.69,57.95,160.98,217.64,39000,31.9,48.4,428.1,9339.8,217.9,29513.9
724.11,36.96,215.81,144.86,41000,12.1,34.9,447.9,4147.8,97.0,13107.1
505.0,126.12,108.18,324.42,29000,-101.7,74.6,561.7,2182.1,53.9,6895.4
794.63,60.66,5.36,249.65,31000,-26.3,54.6,486.3,4075.0,98.0,12877.0
1550.56,31.67,141.63,121.62,31000,29.8,10.8,430.2,9153.8,216.2,28926.1
2403.02,121.78,200.57,165.89,29000,100.1,69.3,359.9,17311.6,400.7,54704.8
701.12,39.51,322.03,274.21,39000,26.5,29.3,433.5,4153.1,97.0,13123.8
238.44,134.53,127.48,235.39,35000,-41.4,128.0,501.4,1186.4,28.5,3748.9
1576.12,46.76,266.64,265.84,33000,46.8,0.6,413.2,9763.7,228.8,30853.2
239.43,119.63,164.43,80.3,31000,12.2,119.0,447.8,1350.5,32.1,4267.5
89.47,53.17,272.36,93.58,29000,-53.2,1.1,513.2,430.1,10.5,1359.1
92.8,133.64,54.31,140.45,29000,9.0,133.3,451.0,518.1,12.3,1637.1
320.89,140.38,181.48,341.67,33000,-132.1,47.6,592.1,1307.8,32.5,4132.7
256.86,136.13,297.8,357.47,29000,68.8,117.5,391.2,1685.2,39.4,5325.1
1961.32,123.2,286.7,326.95,29000,94.0,79.6,366.0,13866.8,321.6,43819.1
892.87,71.08,94.93,0.16,31000,-5.9,70.8,465.9,4811.4,115.0,15204.2
106.47,11.42,271.0,167.44,29000,-2.7,11.1,462.7,577.2,13.8,1823.9
1248.74,74.75,305.56,143.21,33000,-71.2,22.7,531.2,5789.5,141.0,18294.9
799.42,148.67,351.7,253.91,41000,-20.2,147.3,480.2,4227.3,99.9,13358.3
579.17,36.78,329.58,309.77,37000,34.6,12.5,425.4,3492.5,81.7,11036.2
260.36,9.24,328.46,151.25,31000,-9.2,0.5,469.2,1391.6,33.3,4397.4
546.65,3.35,135.83,341.8,35000,-3.0,1.5,463.0,2982.4,70.8,9424.3
463.05,103.56,211.14,19.73,33000,-101.5,20.5,561.5,2010.6,49.5,6353.4
371.44,3.94,7.4,39.36,35000,3.3,2.1,456.7,2058.9,48.8,6506.3
270.55,130.04,85.52,267.83,37000,-129.9,5.2,589.9,1114.0,27.5,3520.3
115.87,7.2,273.51,52.69,35000,-5.5,4.7,465.5,628.3,14.9,1985.5
866.71,32.12,285.44,279.67,39000,32.0,3.2,428.0,5208.1,121.5,16457.7
883.41,20.87,19.83,254.88,29000,-12.0,17.1,472.0,4680.8,112.3,14791.4
472.21,55.29,23.49,287.19,37000,-6.1,55.0,466.1,2564.9,60.8,8105.2
2322.68,51.23,82.42,40.51,37000,38.1,34.2,421.9,14139.1,330.3,44679.4
2448.13,33.15,178.54,51.35,33000,-20.0,26.4,480.0,12775.6,306.0,40370.9
313.13,22.31,355.57,126.07,29000,-14.5,17.0,474.5,1648.9,39.6,5210.6
506.95,142.2,287.92,250.06,39000,112.3,87.3,347.7,3847.1,87.5,12157.0
268.99,49.03,287.21,41.06,37000,-19.8,44.8,479.8,1412.8,33.6,4464.5
312.61,88.29,333.33,85.73,31000,-33.6,81.6,493.6,1575.5,38.0,4978.6
2023.83,19.39,8.12,257.46,31000,-6.8,18.1,466.8,10880.8,260.1,34383.3
154.4,23.18,153.47,71.11,29000,3.1,23.0,456.9,849.2,20.3,2683.4
1049.6,76.32,111.28,210.57,29000,-12.3,75.3,472.3,5556.6,133.3,17558.7
265.27,9.27,271.92,330.1,33000,4.9,7.9,455.1,1472.1,35.0,4651.7
2188.33,116.79,158.71,28.86,41000,-74.8,89.7,534.8,10202.1,245.5,32238.6
274.07,131.7,102.89,324.53,29000,-98.4,87.5,558.4,1192.5,29.4,3768.4
238.17,89.66,0.57,219.52,37000,-69.7,56.4,529.7,1114.5,27.0,3521.9
140.58,116.66,305.67,166.37,29000,-88.4,76.1,548.4,625.0,15.4,1974.9
1553.85,101.97,313.53,137.55,33000,-101.7,7.2,561.7,6743.8,166.0,21310.3
950.08,66.4,151.24,151.77,37000,66.4,0.6,393.6,6255.3,144.8,19766.6
229.37,10.58,164.69,63.64,35000,-2.0,10.4,462.0,1254.5,29.8,3964.1
874.17,19.06,214.46,160.98,39000,11.3,15.3,448.7,4978.4,116.9,15731.6
118.76,113.57,301.45,42.73,41000,-22.2,111.4,482.2,624.9,14.8,1974.6
266.58,30.01,347.62,150.75,41000,-28.7,8.7,488.7,1381.0,32.7,4364.0
729.66,103.47,152.03,249.74,39000,-13.9,102.5,473.9,3902.0,92.4,12330.2
891.63,53.1,137.91,10.88,29000,-32.0,42.4,492.0,4502.4,108.7,14227.6
182.76,123.28,301.92,326.54,31000,112.1,51.4,347.9,1369.6,31.5,4328.1
86.32,132.57,224.99,234.69,37000,130.7,22.3,329.3,693.2,15.7,2190.6
99.29,87.21,30.3,13.68,41000,83.6,24.9,376.4,692.5,15.8,2188.3
1102.11,70.87,72.36,22.58,33000,45.8,54.1,414.2,6808.7,159.6,21515.6
202.39,126.91,122.45,267.71,35000,-104.3,72.3,564.3,876.0,21.5,2768.3
248.32,8.65,240.08,54.04,37000,-8.6,0.9,468.6,1340.4,31.8,4235.6
873.93,89.1,327.43,90.89,35000,-49.1,74.3,509.1,4270.7,103.0,13495.4
460.14,77.94,339.9,302.03,33000,61.5,47.8,398.5,2970.2,69.3,9385.9
393.64,19.85,104.8,279.61,29000,-19.8,1.8,479.8,2046.5,49.2,6466.9
2499.83,110.85,160.52,105.25,37000,63.1,91.1,396.9,16307.4,377.9,51531.2
142.09,111.98,241.45,248.6,37000,111.1,13.9,348.9,1070.4,24.4,3382.6
252.97,43.82,255.95,260.41,41000,43.7,3.4,416.3,1575.1,36.5,4977.3
151.67,41.43,351.47,248.96,29000,-9.0,40.4,469.0,809.5,19.4,2558.1
1451.92,120.8,278.57,14.24,35000,-11.9,120.2,471.9,7748.8,184.6,24486.4
309.05,113.56,336.49,70.26,37000,-7.5,113.3,467.5,1672.9,39.7,5286.5
93.36,76.54,268.64,105.24,37000,-73.3,21.9,533.3,433.4,10.5,1369.5
790.93,6.5,294.45,39.48,33000,-1.7,6.3,461.7,4317.3,102.8,13642.7
1360.6,44.58,192.37,149.42,33000,32.6,30.4,427.4,8113.2,191.0,25637.7
1922.6,103.53,193.03,332.47,37000,-78.7,67.3,538.7,8821.5,214.2,27875.8
235.43,135.45,22.72,271.8,33000,-48.4,126.5,508.4,1149.4,27.8,3632.0
140.43,1.52,58.29,118.12,37000,0.8,1.3,459.2,775.9,18.3,2451.7
96.34,54.4,184.59,331.16,39000,-45.4,30.0,505.4,478.1,11.4,1510.8
659.95,117.83,81.14,109.47,37000,103.7,55.9,356.3,4857.5,111.1,15349.7
1297.72,103.86,8.14,197.76,29000,-102.4,17.3,562.4,5599.5,138.4,17694.3
1482.19,75.12,243.71,150.99,29000,-3.6,75.0,463.6,8017.6,191.8,25335.7
1968.59,123.55,327.49,258.07,29000,43.4,115.7,416.6,12032.0,283.5,38021.2
152.32,52.23,141.23,292.96,39000,-46.0,24.7,506.0,754.8,18.1,2385.2
184.03,6.85,32.33,35.49,35000,6.8,0.4,453.2,1029.2,24.4,3252.1
275.24,42.95,300.16,61.26,39000,-22.2,36.8,482.2,1442.6,34.2,4558.5
1385.6,13.21,69.89,108.58,33000,10.3,8.3,449.7,7795.5,184.9,24633.9
602.04,72.48,295.42,194.3,31000,-14.0,71.1,474.0,3180.7,76.2,10050.9
304.29,12.79,102.89,320.01,35000,-10.2,7.7,470.2,1630.9,38.8,5153.7
709.42,140.23,93.68,253.05,41000,-131.2,49.4,591.2,2935.4,72.0,9275.8
593.82,141.3,133.62,111.42,39000,130.8,53.4,329.2,4788.3,108.2,15131.0
2028.44,147.14,184.12,352.24,41000,-144.0,30.3,604.0,8180.4,201.5,25850.1
94.63,131.14,195.8,262.04,35000,52.8,120.0,407.2,597.8,13.9,1889.1
87.26,17.9,74.36,232.52,41000,-16.6,6.7,476.6,465.4,11.0,1470.7
302.53,143.39,309.26,139.44,35000,-141.1,25.3,601.1,1214.0,30.2,3836.2
234.35,128.74,63.07,309.33,35000,-51.8,117.8,511.8,1138.2,27.5,3596.7
135.19,148.01,264.38,115.39,29000,-126.9,76.3,586.9,554.4,13.8,1752.0
315.38,100.22,141.26,216.87,33000,24.9,97.1,435.1,1842.6,43.5,5822.6
351.47,98.93,354.38,159.69,29000,-95.7,25.1,555.7,1538.3,37.9,4861.1
291.94,139.26,277.7,258.17,35000,131.2,46.6,328.8,2341.5,53.3,7399.1
446.78,141.98,39.87,243.68,33000,-129.9,57.3,589.9,1828.9,45.4,5779.2
479.82,117.42,16.34,5.0,31000,115.1,23.1,344.9,3631.2,83.5,11474.6
129.75,75.51,186.0,343.02,41000,-69.5,29.5,529.5,612.1,14.7,1934.1
551.37,46.83,267.87,145.47,31000,-25.1,39.5,485.1,2835.9,68.2,8961.3
155.35,107.93,55.3,215.11,35000,-101.3,37.2,561.3,676.7,16.6,2138.3
798.73,106.93,271.24,166.47,39000,-27.2,103.4,487.2,4136.0,98.4,13069.7
89.24,148.29,294.45,75.2,29000,-114.8,93.8,574.8,375.1,9.3,1185.5
91.9,61.08,237.78,80.2,41000,-56.5,23.3,516.5,446.4,10.7,1410.6
325.11,68.6,274.66,223.47,33000,43.0,53.5,417.0,1993.4,46.8,6299.1
1012.2,110.96,14.42,232.8,31000,-87.0,68.9,547.0,4523.1,111.0,14292.9
630.07,59.63,287.05,294.33,33000,59.1,7.6,400.9,4039.8,94.3,12765.9
2371.25,52.35,146.8,280.69,37000,-36.3,37.7,496.3,11976.2,286.7,37844.9
141.31,85.21,205.22,215.74,41000,83.8,15.6,376.2,986.2,22.5,3116.3
99.36,99.38,30.91,201.15,29000,-97.9,16.9,557.9,432.8,10.7,1367.6
656.16,130.34,63.52,185.53,41000,-69.1,110.5,529.1,3098.3,74.4,9790.5
130.7,83.03,72.04,206.81,37000,-58.5,58.9,518.5,627.2,15.1,1982.1
149.24,80.47,107.86,282.21,39000,-80.1,7.9,540.1,685.1,16.6,2164.9
206.96,43.65,56.68,87.66,37000,37.4,22.5,422.6,1257.5,29.4,3973.5
681.06,77.72,67.02,318.47,29000,-24.7,73.7,484.7,3498.9,84.3,11056.6
1965.92,54.41,244.39,314.14,39000,18.8,51.0,441.2,11413.4,267.4,36066.4
155.13,146.81,234.8,198.34,31000,118.1,87.3,341.9,1185.2,27.2,3745.1
363.88,40.24,142.64,230.33,31000,1.6,40.2,458.4,1998.0,47.6,6313.6
94.43,21.95,27.79,71.15,33000,16.0,15.1,444.0,539.0,12.8,1703.3
2108.72,135.92,302.93,189.05,39000,-55.0,124.3,515.0,10236.0,245.7,32345.8
101.82,117.92,334.42,278.88,31000,66.7,97.2,393.3,665.4,15.5,2102.8
251.89,77.56,334.18,179.23,37000,-70.3,32.8,530.3,1177.3,28.5,3720.4
103.53,10.68,121.67,116.21,35000,10.6,1.0,449.4,584.5,13.8,1847.2
430.95,140.18,339.18,287.64,29000,87.2,109.8,372.8,2984.5,69.4,9431.1
142.16,37.25,268.88,173.87,35000,-3.3,37.1,463.3,775.1,18.4,2449.4
132.32,128.25,343.82,78.74,39000,-11.0,127.8,471.0,712.6,16.9,2251.8
1005.07,128.1,124.08,237.9,37000,-51.7,117.2,511.7,4898.0,117.8,15477.6
749.81,6.42,168.43,86.74,29000,0.9,6.4,459.1,4101.7,98.0,12961.4
95.51,109.86,321.41,288.82,41000,92.6,59.2,367.4,684.4,15.6,2162.6
189.32,96.28,227.49,247.68,37000,90.4,33.2,369.6,1337.5,30.7,4226.4
240.91,135.79,116.13,92.03,33000,124.0,55.4,336.0,1880.8,43.0,5943.3
2085.28,60.84,115.69,45.35,29000,20.5,57.3,439.5,11990.4,284.7,37889.7
791.92,41.75,202.81,299.36,39000,-4.8,41.5,464.8,4330.8,102.2,13685.4
2451.24,29.56,191.57,51.17,29000,-22.8,18.8,482.8,12652.2,304.6,39980.8
1184.04,79.96,350.79,99.08,39000,-25.1,75.9,485.1,6162.7,146.5,19474.1
1372.74,115.28,133.59,98.25,35000,94.0,66.7,366.0,9775.7,225.1,30891.2
2473.2,25.14,72.91,306.39,31000,-15.0,20.2,475.0,13034.8,312.4,41190.0
249.74,73.76,156.56,139.08,41000,70.4,22.2,389.6,1675.7,38.5,5295.2
711.96,61.53,172.95,22.58,37000,-53.5,30.4,513.5,3455.7,83.2,10919.9
151.33,124.34,5.54,60.43,35000,71.5,101.7,388.5,1007.9,23.4,3185.0
1600.94,135.23,7.45,335.1,37000,114.2,72.4,345.8,12182.2,277.8,38495.7
91.91,54.06,88.23,10.56,39000,11.5,52.8,448.5,523.7,12.3,1654.9
446.39,43.25,153.41,340.81,39000,-42.9,5.6,502.9,2228.0,53.3,7040.6
2337.01,74.94,320.15,145.58,35000,-74.6,7.1,534.6,10784.5,262.3,34079.0
1588.62,74.45,274.65,32.44,39000,-34.7,65.9,494.7,8082.3,192.7,25540.1
358.64,101.85,313.85,248.92,33000,43.2,92.3,416.8,2200.0,51.6,6952.0
492.27,76.56,120.11,112.36,39000,75.9,10.3,384.1,3343.0,76.9,10563.8
106.57,128.87,285.18,223.11,39000,60.4,113.9,399.6,692.2,16.0,2187.5
184.05,3.85,334.51,268.48,33000,1.6,3.5,458.4,1012.8,24.1,3200.5
134.25,80.8,115.84,20.11,39000,-8.1,80.4,468.1,728.3,17.2,2301.3
376.98,4.66,117.8,215.35,35000,-0.6,4.6,460.6,2069.0,49.1,6538.2
193.08,83.61,140.96,221.42,35000,13.8,82.5,446.2,1099.2,26.0,3473.5
1290.86,147.44,348.99,284.35,35000,63.2,133.2,396.8,8394.3,195.2,26526.1
1322.49,31.8,34.64,29.55,29000,31.7,2.8,428.3,7831.5,185.3,24747.5
1483.05,27.21,13.49,298.58,31000,7.1,26.3,452.9,8255.9,196.5,26088.8
2158.6,108.18,303.85,241.57,37000,50.3,95.8,409.7,13584.5,316.1,42926.9
235.15,147.66,234.49,103.16,33000,-97.5,110.9,557.5,1029.7,25.3,3253.9
1734.08,149.27,137.92,3.3,33000,-104.8,106.3,564.8,7476.4,184.2,23625.4
1214.15,146.3,347.17,304.61,35000,107.8,99.0,352.2,9022.1,206.8,28509.7
919.26,20.61,103.52,69.74,33000,17.1,11.5,442.9,5263.1,124.5,16631.4
1003.51,79.81,229.81,87.18,39000,-63.4,48.4,523.4,4779.5,115.0,15103.3
1974.06,137.41,270.37,180.36,33000,-0.0,137.4,460.0,10820.4,257.5,34192.5
126.13,66.08,136.13,12.71,33000,-36.4,55.1,496.4,633.1,15.2,2000.5
188.32,52.97,88.07,103.08,39000,51.2,13.7,408.8,1192.2,27.6,3767.2
83.32,140.34,249.38,356.24,37000,-40.7,134.3,500.7,416.5,10.0,1316.2
814.89,1.84,111.25,251.07,29000,-1.4,1.2,461.4,4431.8,106.0,14004.4
340.67,62.38,80.83,40.42,31000,47.5,40.4,412.5,2109.7,49.6,6666.5
750.93,63.32,27.26,343.94,39000,46.1,43.4,413.9,4687.6,108.8,14812.8
1860.96,88.51,156.88,209.25,29000,54.0,70.1,406.0,11711.3,275.0,37007.6
128.71,24.5,318.96,5.04,33000,17.0,17.7,443.0,736.6,17.4,2327.8
96.64,5.74,123.4,266.8,33000,-4.6,3.4,464.6,523.7,12.5,1655.0
1703.59,1.25,66.64,100.01,29000,1.0,0.7,459.0,9321.9,222.7,29457.2
88.61,12.63,86.09,1.56,33000,1.2,12.6,458.8,487.2,11.6,1539.5
470.32,117.1,212.5,91.78,29000,-59.8,100.7,519.8,2227.1,54.3,7037.5
81.0,46.12,335.91,14.25,29000,36.2,28.6,423.8,485.5,11.5,1534.0
381.48,91.55,79.05,57.6,31000,85.2,33.5,374.8,2631.6,61.1,8315.8
731.97,5.04,129.41,226.27,37000,-0.6,5.0,460.6,4030.2,95.3,12735.5
93.29,18.08,129.17,150.46,33000,16.8,6.6,443.2,533.8,12.6,1686.7
479.15,148.64,86.72,160.32,39000,42.0,142.6,418.0,2957.7,68.8,9346.3
1200.04,93.05,66.04,155.35,35000,1.1,93.0,458.9,6614.8,156.9,20902.8
1004.64,54.44,151.24,111.61,35000,41.9,34.7,418.1,6159.2,144.2,19463.1
216.26,105.03,266.59,328.39,37000,49.6,92.6,410.4,1358.4,31.6,4292.6
181.2,41.12,319.63,143.42,33000,-41.0,2.7,501.0,899.7,21.7,2843.1
308.46,126.96,264.59,186.76,39000,26.7,124.1,433.3,1828.2,42.7,5777.1
1152.84,119.95,180.22,270.08,33000,0.3,119.9,459.7,6323.9,150.5,19983.5
288.9,103.15,70.48,112.16,29000,77.0,68.6,383.0,1941.4,45.3,6135.0
392.81,145.75,258.19,146.59,41000,-53.7,135.5,513.7,1920.3,45.9,6068.3
134.63,5.28,289.29,275.27,35000,5.1,1.3,454.9,749.6,17.8,2368.8
849.05,133.07,176.2,156.97,39000,125.6,43.8,334.4,6729.2,152.4,21264.3
214.89,143.99,235.37,140.37,33000,-12.6,143.4,472.6,1142.0,27.3,3608.6
110.21,149.52,53.54,256.98,31000,-137.2,59.5,597.2,443.5,11.1,1401.3
248.69,140.17,21.37,198.99,41000,-140.0,5.8,600.0,1010.9,24.9,3194.4
94.32,143.18,103.93,64.08,35000,109.9,91.7,350.1,705.7,16.2,2230.1
224.8,13.2,314.01,131.49,29000,-13.2,0.6,473.2,1187.6,28.5,3752.7
365.24,12.56,118.6,84.19,31000,10.4,7.1,449.6,2050.2,48.7,6478.8
195.4,117.15,226.84,225.23,31000,117.1,3.3,342.9,1488.2,34.2,4702.9
268.29,7.51,21.08,125.69,35000,-1.9,7.3,461.9,1467.8,34.9,4638.1
89.05,29.22,277.68,107.36,29000,-28.8,4.9,488.8,453.1,10.9,1431.8
661.4,133.62,150.1,101.49,29000,88.4,100.2,371.6,4596.5,106.8,14524.9
123.46,5.2,171.95,116.23,29000,2.9,4.3,457.1,678.7,16.2,2144.8
731.36,78.01,189.36,131.54,33000,41.6,66.0,418.4,4466.8,104.9,14115.0
95.16,113.2,57.43,291.95,41000,-65.7,92.2,525.7,452.7,10.9,1430.5
99.7,84.12,94.77,169.47,37000,22.2,81.1,437.8,581.9,13.7,1838.7
130.35,108.84,328.25,240.12,29000,3.6,108.8,456.4,717.8,17.1,2268.1
1912.14,8.96,236.5,221.66,39000,8.7,2.3,451.3,10815.3,254.2,34176.3
520.23,18.24,51.51,193.72,29000,-14.4,11.2,474.4,2740.0,65.8,8658.5
474.25,97.6,50.84,261.94,41000,-83.6,50.4,543.6,2169.1,52.3,6854.3
884.73,17.92,342.5,345.94,39000,17.9,1.1,442.1,5124.0,120.1,16191.7
420.15,36.38,325.73,266.93,29000,18.8,31.1,441.2,2405.7,57.1,7601.9
1115.74,130.54,315.75,316.32,35000,130.5,1.3,329.5,8927.2,203.2,28210.1
1020.42,46.18,255.9,220.23,35000,37.5,26.9,422.5,6181.8,144.9,19534.5
1347.07,148.19,349.68,236.49,29000,-58.4,136.2,518.4,6400.0,155.9,20224.1
2315.81,82.92,349.82,82.46,39000,-3.8,82.8,463.8,12694.6,299.6,40114.8
470.14,85.25,73.36,40.29,37000,71.4,46.5,388.6,3140.7,72.6,9924.6
599.69,9.66,135.98,296.92,41000,-9.1,3.2,469.1,3257.4,76.7,10293.3
952.89,98.67,44.42,350.98,41000,58.8,79.3,401.2,6186.3,142.5,19548.8
1489.73,1.78,200.94,181.02,31000,1.7,0.6,458.3,8180.7,195.0,25851.1
382.33,92.49,266.41,188.73,29000,19.7,90.4,440.3,2194.2,52.1,6933.6
2482.65,94.66,37.22,262.94,29000,-66.1,67.8,526.1,11591.8,283.1,36630.2
997.43,92.9,123.85,351.15,39000,-63.0,68.3,523.0,4755.3,114.4,15026.6
149.73,101.86,106.45,229.15,39000,-55.0,85.7,515.0,726.8,17.4,2296.7
1248.37,99.53,265.2,241.88,41000,91.4,39.4,368.6,8913.8,203.2,28167.6
432.75,59.75,14.06,34.96,39000,55.8,21.3,404.2,2775.2,64.2,8769.7
167.8,0.56,202.47,199.2,37000,0.6,0.0,459.4,926.6,21.9,2928.0
440.01,92.09,70.46,194.36,33000,-51.4,76.4,511.4,2133.4,51.6,6741.4
1889.52,92.58,179.18,286.22,29000,-27.1,88.5,487.1,9652.0,232.7,30500.2
241.72,146.64,115.22,17.96,31000,-18.5,145.5,478.5,1263.0,30.3,3991.1
737.95,105.73,68.33,43.79,35000,96.2,43.9,363.8,5289.5,121.7,16714.8
135.29,147.66,185.86,126.52,35000,75.3,127.0,384.7,911.0,21.1,2878.8
163.09,45.5,201.92,125.39,35000,10.6,44.2,449.4,920.8,21.8,2909.7
388.25,114.89,260.15,215.16,37000,81.3,81.2,378.7,2669.2,61.5,8434.5
2315.02,18.18,76.48,182.73,35000,-5.1,17.5,465.1,12565.2,298.7,39706.1
725.67,139.49,140.6,183.58,29000,102.0,95.1,358.0,5258.9,121.6,16618.0
1390.21,2.86,89.42,347.49,37000,-0.6,2.8,460.6,7654.7,181.1,24189.0
512.28,29.64,323.31,281.91,29000,22.2,19.6,437.8,2959.1,70.2,9350.8
573.07,48.72,356.55,227.76,33000,-30.5,38.0,490.5,2916.5,70.1,9216.2
772.11,131.13,169.61,141.12,35000,115.3,62.5,344.7,5875.9,134.4,18568.0
109.55,84.79,171.06,77.06,39000,-5.9,84.6,465.9,597.4,14.1,1887.8
1696.88,147.62,358.32,247.6,39000,-52.2,138.1,512.2,8289.5,198.8,26194.8
735.52,74.36,187.71,157.9,33000,64.5,37.0,395.5,4788.3,111.6,15131.1
434.78,113.04,182.41,349.47,33000,-110.2,25.3,570.2,1853.7,45.8,5857.7
248.03,88.3,235.06,154.48,37000,14.4,87.1,445.6,1418.7,33.4,4483.1
108.4,99.73,29.89,296.54,35000,-5.8,99.6,465.8,587.3,14.0,1855.8
118.08,121.75,148.69,145.49,37000,121.6,6.8,338.4,920.1,20.9,2907.4
151.95,107.5,311.2,168.65,35000,-85.3,65.4,545.3,684.9,16.7,2164.4
2314.81,86.16,98.61,64.77,35000,71.6,48.0,388.4,15419.8,357.6,48726.7
502.61,66.51,117.21,12.55,31000,-16.8,64.3,476.8,2637.0,63.2,8332.8
1036.63,100.37,198.02,296.0,35000,-13.9,99.4,473.9,5505.5,131.2,17397.4
597.29,128.96,278.57,358.42,41000,22.7,126.9,437.3,3516.9,82.0,11113.3
408.51,48.37,13.36,214.95,35000,-45.0,17.8,505.0,2015.5,48.5,6369.1
133.11,140.88,323.46,274.54,41000,92.6,106.2,367.4,953.8,21.7,3014.0
2262.58,109.99,265.09,131.75,33000,-75.5,80.0,535.5,10391.8,253.5,32838.0
458.73,141.57,72.15,210.47,41000,-105.7,94.1,565.7,2000.9,48.7,6322.8
570.62,133.51,74.2,336.89,29000,-17.0,132.4,477.0,2986.7,71.8,9437.9
245.11,140.41,350.02,69.27,37000,26.2,137.9,433.8,1445.4,33.9,4567.6
1793.6,13.27,352.28,42.83,31000,8.4,10.2,451.6,10018.9,238.3,31659.6
242.87,138.65,21.49,318.23,35000,62.4,123.8,397.6,1575.9,36.6,4979.9
1385.61,26.06,358.0,51.51,33000,15.5,20.9,444.5,7899.8,187.0,24963.4
889.19,89.85,328.29,150.93,37000,-89.7,4.1,549.7,3982.7,97.0,12585.4
234.11,32.17,190.31,293.82,35000,-7.5,31.3,467.5,1263.1,30.0,3991.3
245.77,120.84,205.85,127.92,39000,25.3,118.2,434.7,1451.0,33.9,4585.2
1966.39,43.26,87.07,290.15,31000,-39.8,17.0,499.8,9768.6,236.1,30868.7
1358.51,68.64,318.66,221.62,35000,-8.4,68.1,468.4,7313.3,174.0,23110.0
85.45,70.69,50.25,62.39,39000,69.1,14.9,390.9,569.0,13.1,1798.2
1778.09,40.85,268.36,20.21,29000,-15.2,37.9,475.2,9347.0,224.5,29536.5
653.32,141.8,88.06,185.27,35000,-17.8,140.7,477.8,3437.4,82.0,10862.1
234.17,121.02,351.46,152.32,33000,-114.3,39.7,574.3,989.8,24.5,3127.8
460.99,57.21,335.83,47.55,33000,17.9,54.3,442.1,2644.9,62.6,8358.0
